scene,nl_cmd,nav_to_target,grasped_target_obj,nav_to_target_with_obj,place_obj_at_goal,complete_traj
FloorPlan_Train5_1,Place the spray bottle next to the basketball.,0.0,0,0,0,0
FloorPlan_Train5_1,Grab the newspaper on the gray couch. Place it on the bed.,0.0,0,0,0,0
FloorPlan_Train5_1,"Next to the chair bed is a baseball bat, pick it up and take it to the sofa.",1,0,0,0,0
FloorPlan_Train5_1,Take the hand from the coffee table to the yellow couch.,0.0,0,0,0,0
FloorPlan_Train5_1,Go to the bedroom and take the teddy bear that is sitting on the bed. Take the teddy bear and place it on the brown shelf next to the vase.,0.0,0,0,0,0
FloorPlan_Train5_1,Pick up the bottle and put it next to the pot on the white table.,1,0,0,0,0
FloorPlan_Train5_1,Grab the candle from the brown shelf. Take the candle and place it on the coffee table in the living room.,1,0,0,0,0
FloorPlan_Train5_1,Pick up the teddy from the bed and place it by the TV.,0.0,0,0,0,0
FloorPlan_Train5_1,Pick up the candle and place it by the apple on the table with the spray.,0.0,0,0,0,0
FloorPlan_Train5_1,"Go to the living room, pick up the book and put it on the drawer.",0.0,0,0,0,0
FloorPlan_Train5_1,Go to the nearby set of drawers and pick up the bottle then place it on the bedside table.,1,0,0,0,0
FloorPlan_Train5_1,Take the fork and place it in the bowl.,0.0,0,0,0,0
FloorPlan_Train5_1,Take the Arabian Nights book from the bed and place it on the yellow sofa.,0.0,0,0,0,0
FloorPlan_Train5_1,Take the book on the bed and place it on top of the book on the TV stand.,0.0,0,0,0,0
FloorPlan_Train5_1,Find the apple in the lounge and put it in the bowl on the set of drawers.,1,0,0,0,0
FloorPlan_Train5_1,Find the white vase and place it on the white desk in front of the basketball.,0.0,0,0,0,0
FloorPlan_Train5_1,Put the dog figurine in the black pot.,0.0,0,0,0,0
FloorPlan_Train5_1,"Go to the bedroom and take the teddy from the bed, then go to the living room and place the teddy on the sofa.",0.0,0,0,0,0
FloorPlan_Train5_1,Go to the living room and take the book that's next to the television. Then take the book and place it on the bed.,0.0,0,0,0,0
FloorPlan_Train5_1,Go to the bureau in the middle room and pick up the statue and then go to the couch and put the statue on the couch.,0.0,0,0,0,0
FloorPlan_Train5_1,"Take the basketball from the table and run it to the trash can next to the bed, placing it down inside of it.",0.0,0,0,0,0
FloorPlan_Train5_1,"Run to the living room and grab the pen off the drawer, then bring it back to me to the bedroom.",0.0,0,0,0,0
FloorPlan_Train5_1,Go to the living room and pick up the dog and place it on the desk in the bedroom.,0.0,0,0,0,0
FloorPlan_Train5_1,"Pick up the hand, take it to the bowl and place the hand inside the bowl.",0.0,0,0,0,0
FloorPlan_Train5_1,Go pick up the dog figurine by the TV and place it on the grey couch next to the purple pillow.,0.0,0,0,0,0
FloorPlan_Train5_1,"Go to the table in front of the TV and grab the hand, then bring it to the bedroom and place it on the bed.",0.0,0,0,0,0
FloorPlan_Train5_1,Pick up the basketball and put it on the sofa.,0.0,0,0,0,0
FloorPlan_Train5_1,"Go to the bedroom and pick up the teddy from the bed, then walk to the grey couch and put the teddy on it.",0.0,0,0,0,0
FloorPlan_Train5_1,"Go to the living room, pick up the cup on the small table and go slowly to the bedroom. Place the cup on the desk in the bedroom, next to the table clock.",0.0,0,0,0,0
FloorPlan_Train5_1,Take the cellphone and place it on the desk next to the bed.,0.0,0,0,0,0
FloorPlan_Train5_1,Run to the living room and grab the cellphone off the table and bring it back to me in the bedroom.,0.0,0,0,0,0
FloorPlan_Train5_1,Pick up the glass bottle and bring it to the room with a TV on the desk. Place it on the chair opposite it.,1,0,0,0,0
FloorPlan_Train5_1,Go pick up the fork and place it next to the laptop on my bed.,1,0,0,0,0
FloorPlan_Train5_1,Go pick up the spray and drop it in the trash box.,0,0,0,0,0
FloorPlan_Train5_1,Take the pencil from the grey sofa and place it on the round bedside table next to the bed.,0,0,0,0,0
FloorPlan_Train5_1,Take the cellphone from the coffee table and place it on the bedside table.,0,0,0,0,0
FloorPlan_Train5_1,Move the teddy from the bed to the yellow sofa.,0,0,0,0,0
