scene,nl_cmd,nav_to_target,grasped_target_obj,nav_to_target_with_obj,place_obj_at_goal,complete_traj
FloorPlan_Train8_1,Take the apple from the desk with the plant and place it on the table with the salt and pepper shakers.,0,0,0,0,
FloorPlan_Train8_1,Grab the apple off of the table in the main room and put it in the bin in the living room.,0,0,0,0,0.0
FloorPlan_Train8_1,Find the blue plate on the stand and then go to the room with the television. Then find the bin and drop the plate inside.,0,0,0,0,0.0
FloorPlan_Train8_1,Take the tennis racket next to the laptop and put it on the chair that’s next to the baseball bat in the TV room.,0,Grab the remote control next to the alarm clock and place it on the couch in the room with the TV.0,0,0,0.0
FloorPlan_Train8_1,Go get the apple that is on top of the chest of drawers and place it on top of the shelf.,0,0,0,0,0.0
FloorPlan_Train8_1,Get the black mug beside the laptop and bring it back to me in the living room.,0,0,0,0,0.0
FloorPlan_Train8_1,Go pick up the salt and place it on the yellow sofa in front of the TV.,0,0,0,0,0.0
FloorPlan_Train8_1,Take the remote control next to the clock on the small brown table and place it on the green armchair with the blue pillow opposite the TV.,0,0,0,0,0.0
FloorPlan_Train8_1,Go to the white table and pick up the tennis racquet and place it on the shelf.,0,0,0,0,0.0
FloorPlan_Train8_1,Take the apple from the large rectangular table with the plant in the middle and place it on the sideboard that is next to the TV.,0,0,0,0,0.0
FloorPlan_Train8_1,Go to the next room and grab the remote from the brown table. Then go to the living room and place the remote next to the television.,0,0,0,0,0.0
FloorPlan_Train8_1,Get the remote from the small brown table and put it on the chair by the television.,0,0,0,0,0.0
FloorPlan_Train8_1,Go to the central drawer unit and move the apple into the bowl.,0,0,0,0,0.0
FloorPlan_Train8_1,Pick up the remote and take it to the chair facing the TV.,0,0,0,0,0.0
FloorPlan_Train8_1,Fetch the blue plate and put it on the shelf under the one with the pot.,0,0,0,0,0.0
FloorPlan_Train8_1,"Pick up the remote off the table, then bring it to me in the room with the television.",0,0,0,0,0.0
FloorPlan_Train8_1,Take the remote next to the alarm clock and place it between the spray bottle and the plant.,0,1,0,0,0.0
FloorPlan_Train8_1,"Pick up the blue plate that is on the table with the cup, then walk to the table with the plant and place it near the apple.",0,0,0,0,0.0
FloorPlan_Train8_1,"Go to the living room and pick up the blue pillow, then take it to table that has the salt and place it there.",0,0,0,0,0.0
FloorPlan_Train8_1,Move and pick up the pepper off the table and then move to the center area and place the pepper on the brown chest of drawers next to the apple.,0,0,0,0,0.0
FloorPlan_Train8_1,"Grab the mug next to the laptop, then put it on the stand next to the plant.",0,0,0,0,0.0
FloorPlan_Train8_1,Take the remote from the table right in front of you and leave it on the table with the blue plate on it.,0,0,0,0,0.0
FloorPlan_Train8_1,Go to the office area with the laptop. Grab the yellow vase and place it on the blue plate on the drawers.,0,0,0,0,0.0
FloorPlan_Train8_1,Grab the remote next to the alarm clock and place it next to the TV.,1,0,0,0,0.0
FloorPlan_Train8_1,Pick up the apple and place it in the pot.,0,0,0,0,0.0
FloorPlan_Train8_1,Pick up the spray from the table and take it to the room with the laptop in it. Put the item down next to the PC.,0,0,0,0,0.0
FloorPlan_Train8_1,Go into the room with the round white table and pick up the tennis racket. Go into the central room with the brown desk and put the tennis racket on top.,0,0,0,0,0.0
FloorPlan_Train8_1,"Go to the study room, pick up the tennis bat next to the laptop, go to the living room and put the bat on the chair next to the pillow.",0,0,0,0,0.0
FloorPlan_Train8_1,Go to the hallway and pick up the spray on the brown chest of drawers next to the apple and then walk to the office and place it on the table next to the laptop.,0,0,0,0,0.0
FloorPlan_Train8_1,Please pick up the alarm clock from the small brown table and place it on the small black table next to the plate.,0,0,0,0,0.0
FloorPlan_Train8_1,Please pick up the blue plate from the small black table and place it on the green chair.,0,0,0,0,0.0
FloorPlan_Train8_1,Go to the black table near the living room and grab the salt. Place it on the nearby table directly next to the apple.,0,0,0,0,0.0
FloorPlan_Train8_1,Find the blue plate on the black table and pick it up. Place it on the white table by the laptop.,0,0,0,0,0.0
FloorPlan_Train8_1,Pick up the pepper and put it on the table next to the blue plate.,0,0,0,0,0.0
FloorPlan_Train8_1,"Go to the office and grab the mug behind the laptop, then come back and place it on the drawers.",0,0,0,0,0.0
FloorPlan_Train8_1,Grab the remote and take it to the chair sitting in front of the TV.,0,0,0,0,0.0
FloorPlan_Train8_1,Pick up the salt that is sitting on the black table by the TV and take it to the white table.,0,0,0,0,0.0
FloorPlan_Train8_1,Go to the table and pick up the salt and place it in the white bin in the living room.,0,0,0,0,0.0
FloorPlan_Train8_1,"Go to the living room and grab the pillow on the couch, then come back and place it on the drawers.",0,0,0,0,0.0
FloorPlan_Train8_1,Take the remote from beside the alarm on the table and place it on the pillow on the yellow chair opposite the television.,0,0,0,0,0.0
FloorPlan_Train8_1,Take the remote on top of the brown desk and bring it to the room with the shelves that have a pot on the top. Put it on the bottom shelf.,0,0,0,0,0.0
FloorPlan_Train8_1,Get the salt and place it next to the blue plate.,0,0,0,0,0.0
FloorPlan_Train8_1,Pick up the nearby clock and then move to the table in the central area and put it down.,0,0,0,0,0.0
FloorPlan_Train8_1,Get the cup and place it next to the alarm clock.,0,0,0,0,0.0
FloorPlan_Train8_1,Go to the corner and take the wine glass from the stand and then go to the drawers in the middle room and place the wine glass beside the plant.,0,0,0,0,0.0
FloorPlan_Train8_1,Find the pepper and put it on top of the green chair with a blue pillow on it.,0,0,0,0,0.0
FloorPlan_Train8_1,"Take the spray bottle next to the plant, and put it on the white circle desk.",0,0,0,0,0.0
FloorPlan_Train8_1,Take the remote next to the clock and put it on the chair in front of the TV.,1,0,0,0,0.0
FloorPlan_Train8_1,"Grab the apple next to the plant, then drop it in the bin in the living room.",0,0,0,0,0
FloorPlan_Train8_1,Go pick up the baseball bat and place it next to the alarm clock on the floor.,0,0,0,0,0
FloorPlan_Train8_1,Take the clock to the sofa chair.,0,0,0,0,0
FloorPlan_Train8_1,Go pick up the blue plate and place it next to the apple on the table.,0,0,0,0,0
FloorPlan_Train8_1,"Take the apple near the painting, bring it to the living room and place it on the chair.",0,0,0,0,0
FloorPlan_Train8_1,Go to the drawer near the TV. Pick up the salt. Put the salt next to the laptop.,0,0,0,0,0
