scene,nl_cmd,nav_to_target,grasped_target_obj,nav_to_target_with_obj,place_obj_at_goal,complete_traj
FloorPlan_Train1_3,Pick up the apple from the table and place it on the couch in the living room.,0,0,0,0,0
FloorPlan_Train1_3,Take the tennis racket that's next to the brown desk and place it on the bed.,0,0,0,0,0
FloorPlan_Train1_3,Grab the first book from the circular white table and put it on the couch.,0,0,0,0,0
FloorPlan_Train1_3,"Go to the bedroom and grab the pillow, then bring it to the office and place it on the desk.",0,0,0,0,0
FloorPlan_Train1_3,Go into the bedroom. Grab the yellow pillow. Bring the pillow into the living room and put it on the couch.,0,0,0,0,0
FloorPlan_Train1_3,Pick up the book that is on the white table and place it on the brown table next to the spray.,0,0,0,0,0
FloorPlan_Train1_3,Take the basketball and place it on the table next to the bat.,0,0,0,0,0
FloorPlan_Train1_3,Take the basketball in the living room and place it on top of the yellow tennis racket in the second office.,0,0,0,0,0
FloorPlan_Train1_3,Pick up the book from the table and place it next to the spray bottle on the table.,0,0,0,0,0
FloorPlan_Train1_3,Grab the yellow pilllow in the bedroom and place it on the desk that has the plant on it.,0,0,0,0,0
FloorPlan_Train1_3,Pick up the apple by the laptop and put it on the TV table.,0,0,0,0,0
FloorPlan_Train1_3,"Go to the living room and pick up the empty uncovered box on the floor, beside the TV stand. Take it to the room with the baseball bat and place it on the table in the corner of the room, close to the lamp.",0,0,0,0,0
FloorPlan_Train1_3,Move to the other office room by exiting the room you are in and then turning right. Pick up the tennis racket on the floor by the desk. Take the tennis racket into the living room and place it on the sofa.,0,0,0,0,0
FloorPlan_Train1_3,"Go into the office, grab the spray beside the plant, and put it in the red trash can.",0,0,0,0,0
FloorPlan_Train1_3,"Go to the lounge and pick up the basketball, then take it to the study and put it on the table by the laptop.",0,0,0,0,0
FloorPlan_Train1_3,Pick up the book and place it on the bed.,0,0,0,0,0
FloorPlan_Train1_3,Go into the room with the lamp and grab the bat that is next to the wall. Take the bat into the room with the bed and place the bat on the mattress.,0,0,0,0,0
FloorPlan_Train1_3,Go to the room with the desk in it at the end of the hall and pick up the spray. Bring it to the lounge and put it down on the TV stand.,0,0,0,0,0
FloorPlan_Train1_3,Pick up the book lying on the table next to the lamp and put it in the trash can.,0,0,0,0,0
FloorPlan_Train1_3,Get the book from the room with the baseball bat and take it to the sofa.,0,0,0,0,0
FloorPlan_Train1_3,Run to the bedroom and take the pillow on the bed in the bedroom and place it on the white sofa.,0,0,0,0,0
FloorPlan_Train1_3,Pick up the mug and place it next to the TV.,0,0,0,0,0
FloorPlan_Train1_3,Take the apple and place it inside of the box.,0,0,0,0,0
FloorPlan_Train1_3,Take the spray bottle and place it to the right of the television.,0,0,0,0,0
FloorPlan_Train1_3,Take the basketball and place it next to the lamp.,0,0,0,0,0
FloorPlan_Train1_3,Pick up the pillow on the bed and place it by the TV.,0,0,0,0,0
FloorPlan_Train1_3,"Go into the room with the bed and take the pillow that is lying on top of the mattress. Then, place the pillow on the couch in the living room.",0,0,0,0,0
FloorPlan_Train1_3,Pick up the basketball on the floor opposite the TV and place it on the bed.,0,0,0,0,0
FloorPlan_Train1_3,Pick up the spray that is on the brown table and throw it in the red bin.,00,0,0,0,0
FloorPlan_Train1_3,Go to the table and grab the apple on the table. Then go to the living room and place it on the sofa.,0,0,0,0,0
FloorPlan_Train1_3,Grab the yellow vase from the bedroom and place it in the box next to the TV.,0,0,0,0,0
FloorPlan_Train1_3,Take the box next to the TV and place it under the table where the laptop is located.,0,0,0,0,0
FloorPlan_Train1_3,Go to the bedroom and pick up the pillow from the bed and place it on the couch in the living room.,0,0,0,0,0
FloorPlan_Train1_3,Take the TV remote and place it on the white sofa.,0,0,0,0,0
FloorPlan_Train1_3,Take the alarm from the bedroom and place it on the desk next to the laptop.,0,0,0,0,0
FloorPlan_Train1_3,Fetch the spray bottle and put in on the desk next to the laptop.,0,0,0,0,0
FloorPlan_Train1_3,Move the basketball from the floor to the little table in the room with the baseball bat.,0,0,0,0,0
FloorPlan_Train1_3,Get the apple next to the laptop and place it on the desk with the plant on it.,0,0,0,0,0
FloorPlan_Train1_3,Pick up the box in the living room next to the TV and put it on the bed in the bedroom.,0,0,0,0,0
FloorPlan_Train1_3,"Grab the tennis racket next to the desk, then place it on the couch that is next to the basketball in the living room.",0,0,0,0,0
FloorPlan_Train1_3,Go to the bedroom and pick up the yellow cushion that is on the bed. Put it on the white chair near the picture.,00,0,0,0,0
FloorPlan_Train1_3,Find the book on the white table and put it on the sofa.,0,0,0,0,0
FloorPlan_Train1_3,Pick up the apple that is near the laptop. Place it on the round table near the lamp.,1,0,0,0,0
FloorPlan_Train1_3,Go to the living room and pick up the box on the floor by the TV and place it on the white chair in the hallway.,0,0,0,0,0
FloorPlan_Train1_3,Pick up the apple in the office next to the laptop and then place the apple in the box in the living room next to the TV.,0,0,0,0,0
FloorPlan_Train1_3,"Go to the room with the spray, pick up the spray and take it to the living room. Place the spray on the TV stand.",00,0,0,0,0
FloorPlan_Train1_3,Go to the office and pick up the spray and place it on the sofa in the living room.,0,0,0,0,0
FloorPlan_Train1_3,Take the apple and place it in the brown box.,1,0,0,0,0
FloorPlan_Train1_3,Take the remote control and place it on the bed.,0,0,0,0,0
FloorPlan_Train1_3,"Pick up the apple next to the laptop, then place it on the desk next to the lamp.",0,0,0,0,0
FloorPlan_Train1_3,Put the apple next to the laptop into the box in the living room next to the TV.,0,0,0,0,0
FloorPlan_Train1_3,Grab the spray next on the table and put in next to the TV.,0,0,0,0,0
FloorPlan_Train1_3,Pick up the yellow plate and place it on the white couch opposite the TV.,0,0,0,0,0
FloorPlan_Train1_3,Take the Sherlock Holmes book from the room with the round white table and place it on the bed in the bedroom.,0,0,0,0,0
FloorPlan_Train1_3,Pick up the book on the round white table and put it on the grey lounge chair.,0,0,0,0,0
FloorPlan_Train1_3,Go to the side room and pick up the book from the table and place it on the bookshelf in the bedroom.,0,0,0,0,0
FloorPlan_Train1_3,Take the white book and drop it on the chair under the desert painting on the wall.,0,0,0,0,0
